loss,cer
0.0772596467418379,0.9982138334599645
0.07580709613008373,0.9933100136991767
0.07555711588711589,0.9918067866455476
0.0756511987385193,0.9908727970386123
0.0755278967764882,0.9903748091078666
0.07521799259453427,0.9900070857642361
0.07511194243575454,0.9897380276989821
0.07519997266800238,0.9896149211435835
0.07448383200380625,0.9879608927461071
0.07490474113359527,0.9881912461482389
0.07455655288351797,0.988134151850966
0.07438306045827939,0.9881072082570335
0.07470316575142451,0.9882453725437151
0.07449774548681487,0.9882380777582692
0.07466233136346906,0.9883703336649431
0.07474899848700524,0.988362047564669
0.07400974195541722,0.9884394606861567
0.07359949594822089,0.9884382615215703
0.07398131850659967,0.9881982341718799
0.07429036281703601,0.9882716562255937
0.07467099615519276,0.9883882437913217
0.074513886174841,0.9883997889666651
0.07449841346227297,0.9883103725796525
0.07460559361625516,0.9883552830947921
0.07521427911826274,0.9879598926259276
0.07509701083393576,0.9882812757894459
0.07504864433678614,0.9883710724942952
0.07479414391700832,0.9885097309144683
0.0748113964503804,0.9884146615458219
0.07467560401449645,0.9884258545077903
0.07474007688925108,0.9884140708681796
0.07464315185102312,0.9883889647185341
0.07511152390180297,0.9888378544602782
0.07511526144467566,0.9886624145247214
0.07522486277560626,0.988784133822901
0.07440264753046733,0.9885543503056471
0.07421368799012146,0.9884595273926973
0.07466613074290565,0.988491068336763
0.07448279025589409,0.9884319350596689
0.07455710012513438,0.9884122843029493
0.07513001384889809,0.988220657525544
0.07467432241784548,0.9880566331774926
0.07490995378829195,0.9880828809569031
0.07499534935512593,0.988070644000119
0.07474306115562095,0.9881380654007936
0.07462704364871894,0.9881802837260752
0.0746013725148414,0.9882306038310528
0.07448691268532796,0.988219108685179
0.07418928790935261,0.9878359377072666
0.07446675647204004,0.9882600882640522
0.07430127212551048,0.9882900062095116
0.07436050974309229,0.9883022206961218
0.0747788095828179,0.9884488840067752
0.07461381769436531,0.9883852965512385
0.07462933623880956,0.9883004182331536
0.07451003816332596,0.9881196569885927
0.07441500267262838,0.984084297627513
0.07375726431109744,0.9819841207037535
0.0740747525884337,0.9808278694303441
0.07404490341888824,0.980420383932168
0.07415213801918535,0.9793608592212779
0.0739872349811858,0.9781060632750845
0.07391210315260827,0.9772639771715006
0.07376583791610712,0.976295975424662
0.07135170103162898,0.9660162274525582
0.0720961049786681,0.964994577186924
0.07202273382275452,0.9648162280156884
0.07209041353882506,0.9648302338335744
0.0720914817932916,0.964246649533802
0.07215837505449005,0.9645150881597616
0.07212139120444423,0.9639004000128731
0.07224203770568652,0.9635514807210958
0.07287074565820197,0.957720321905088
0.07233231859458308,0.9597934681673593
0.07181277344796273,0.9588400826627973
0.07159529526204504,0.9582893679234985
0.0715710033923043,0.9579146924443692
0.07167151649595184,0.957662430855314
0.07146680867445625,0.9573764478545471
0.0714116891645103,0.9571400427457258
0.07097535524546508,0.9552017182176143
0.07092796163084976,0.9540384973280515
0.07137828106718222,0.9541840312231262
0.07120420394783497,0.9542461338497042
0.07095714436642758,0.9543660732506951
0.07111832972667814,0.9544586542685767
0.07097690479949273,0.9544593896771338
0.0709753550359079,0.9543559747636992
0.07090705627079683,0.9528445271350332
0.07054469786765918,0.9523207690494276
0.070025468946435,0.9514956176558411
0.07045735767207259,0.951114776289073
0.07043004158360464,0.9504851632008389
0.07065602187376673,0.9498913639855152
0.07055229570194577,0.949146758322665
0.07031425877929298,0.9485426257558257
0.06892797291852439,0.9435318820934003
0.07032543562777127,0.9433671817707335
0.06983188809333563,0.9430500137132948
0.06968457883500635,0.9423343434410413
0.06968846124571237,0.941988920932851
0.06980847894166742,0.941501825995455
0.06983194332168041,0.9410625440170843
0.06969433591332742,0.9406477353122944
0.0693970759625131,0.9348544494621674
0.06915260807449368,0.935513356339045
0.06926032977699464,0.9352319058815242
0.06938406366304907,0.9348254866649516
0.06935429124253066,0.9345246275994037
0.06937452694131975,0.9337432476493448
0.06922860963973883,0.9332312885269599
0.06926340591185555,0.9324739733782712
0.06929704783825098,0.926763925729443
0.06870374646412385,0.9263245033112583
0.06871340202414707,0.926323246634956
0.06874546144427632,0.9261616171659822
0.06883795999855975,0.9258134846522077
0.0688553499239261,0.9256159135646632
0.06878541651293006,0.9251823057060977
0.06872655992651873,0.9249129292056063
0.06941609359911863,0.9237067215111938
0.06904020772062547,0.9229934496093442
0.06819370204547182,0.9217911106209331
0.06832265069355815,0.9219928778686363
0.06813749087036873,0.9212041006622237
